49.4183092669,8.66936696
49.4183095928,8.6693676585
49.4183099371,8.6693657712
49.4183102046,8.6693587688
49.4183083516,8.6693443577
49.4183041121,8.6693328579
49.4182987923,8.6693247341
49.4182923914,8.6693200915
49.418285677,8.6693184065
49.4182743548,8.6693277753
49.418274895,8.6693262379
49.4182746192,8.6693274752
49.4182728343,8.6693312693
49.4182696887,8.6693359084
49.4182644013,8.6693393332
49.418265193,8.6693360154
49.4182677462,8.6693355386
49.4182675156,8.6693419394
49.4182690993,8.6693476929
49.4182689027,8.669352284
49.4182657957,8.6693550397
49.4182594402,8.6693561345
49.4182599859,8.66935698
49.4182586828,8.6693578189
49.4182579506,8.6693569712
49.4182536164,8.6693541674
49.4182528329,8.6693519383
49.4182505309,8.6693506739
49.4182466382,8.6693505368
49.4182421079,8.6693511105
49.4182368318,8.6693522616
49.4182313252,8.6693541625
49.4182247742,8.6693573478
49.4182199167,8.6693588119
49.4182193343,8.6693577607
49.4182186574,8.6693589241
49.418217054,8.6693593167
49.4182167427,8.6693575544
49.4182238159,8.669347789
49.4182284771,8.6693409664
49.4182290927,8.6693390712
49.4182263127,8.6693407035
49.4182226651,8.6693426524
49.4182186609,8.6693441185
49.4182075674,8.6693298122
49.418205912,8.6693289351
49.4182038203,8.6693319038
49.4181996658,8.6693362198
49.4181986425,8.6693337122
49.4181978833,8.6693335975
49.4181941879,8.6693347339
49.4181920262,8.6693344195
49.4181899206,8.6693332451
49.4181885118,8.6693317917
49.4181882536,8.6693316586
49.4181882545,8.6693341326
49.4181898613,8.6693370671
49.4181918456,8.6693357401
49.4181913777,8.6693372424
49.4181883518,8.6693455339
49.4181864099,8.6693481478
49.4181832833,8.6693516678
49.4181800577,8.6693553069
49.4181774001,8.6693580571
49.418184039,8.6693619463
49.4181840291,8.6693629887
49.4181812054,8.6693640979
49.4181805978,8.6693647066
49.4181773121,8.6693669939
49.4181756076,8.6693689184
49.4181719974,8.6693696121
49.4181654189,8.669368824
49.4181568214,8.6693667211
49.4181473298,8.6693636241
49.4181355442,8.6693651937
49.4181412631,8.6693603625
49.4181417643,8.6693597598
49.4181396621,8.6693594709
49.4181344269,8.6693605213
49.4181139831,8.669346834
49.4181324383,8.6693205187
49.4181330669,8.6693185975
49.4181317119,8.6693182574
49.4181296227,8.6693200511
49.4181260742,8.6693243841
49.4181222985,8.6693296886
49.4181163008,8.6693333266
49.4181087432,8.6693350261
49.4181005162,8.6693348154
49.4180950469,8.6693336034
49.4180899742,8.669331934
49.4180865758,8.669329779
49.4180841284,8.669328154
49.418082572,8.6693275759
49.4180863227,8.6693277669
49.4180888071,8.6693289017
49.4180894462,8.6693316794
49.4180873536,8.669337508
49.4180842115,8.6693407964
49.4180803042,8.6693423565
49.4180776231,8.6693440446
49.4180766129,8.6693471309
49.4180763971,8.6693509723
49.4180759495,8.6693546238
49.4180751507,8.6693576463
49.4180758364,8.6693642941
49.4180770568,8.669364186
49.418077017,8.6693637468
49.4180735229,8.6693634262
49.4180725776,8.6693622824
49.4180723445,8.6693611023
49.4180720425,8.6693606727
49.4180712669,8.6693619505
49.4180695287,8.669362771
49.4180678104,8.6693617561
49.4180646577,8.6693612501
49.4180602235,8.6693624944
49.4180560184,8.669364096
49.4180529111,8.6693665393
49.4180498581,8.6693694503
49.4180476481,8.669373302
49.418054444,8.6693782542
49.4180586964,8.6693791852
49.4180611312,8.6693811943
49.4180598463,8.6693851025
49.418057067,8.6693906885
49.418056102,8.6693945657
49.4180586497,8.6693923822
49.4180601203,8.6693903696
49.4180622009,8.6693820777
49.4180447043,8.6693954457
49.4180452838,8.6693990095
49.4180487804,8.6694002521
49.4180555826,8.6693971557
49.4180579055,8.6693958101
49.418062181,8.6693891527
49.4180634758,8.6693865258
49.4180655969,8.6693827877
49.4180670046,8.6693748906
49.4180645485,8.6693733799
49.4180639851,8.669371878
49.4180649982,8.6693703738
49.4180641622,8.6693688554
49.4180578021,8.6693780822
49.4180610837,8.6693805418
49.4180622596,8.6693857584
49.418061509,8.6693928988
49.418058721,8.6693981628
49.4180525905,8.6693997243
49.4180467538,8.6693985442
49.4180410934,8.6693963933
49.4180353875,8.6693931854
49.4180288223,8.6693910463
49.4180229464,8.6693900981
49.4180174883,8.6693883224
49.4180147641,8.6693862877
49.4180139071,8.6693842777
49.4180132579,8.6693830728
49.4180140945,8.6693842808
49.4180144095,8.6693856345
49.4180136237,8.6693866541
49.4180129946,8.6693863978
49.4180121408,8.6693844509
49.4180147001,8.6693768193
49.4180166084,8.6693733683
49.4180260925,8.6693649945
49.4180295723,8.6693608867
49.4180318257,8.6693564544
49.4180331401,8.6693526385
49.4180345382,8.669349545
49.4180367854,8.6693455037
49.4180389143,8.6693422948
49.4180389621,8.6693436132
49.4180357438,8.6693506856
49.4180341846,8.6693582523
49.4180394662,8.6693667587
49.4180387857,8.6693702489
49.4180398756,8.6693745504
49.4180418201,8.6693800743
49.4180444828,8.6693872305
49.4180480947,8.6693900318
49.4180577086,8.6693898462
49.4180613228,8.6693887001
