49.4181044132,8.6695847004
49.4181038546,8.669585197
49.4181034768,8.6695853118
49.4181032798,8.669585316
49.4181023572,8.669585436
49.4181014988,8.6695858078
49.41810055,8.669586266
49.4180996336,8.669586745
49.418098739,8.6695873118
49.4180978122,8.6695880818
49.4180967332,8.6695890218
49.4180955366,8.6695901564
49.4180943238,8.669591377
49.4180932796,8.6695923796
49.4180924144,8.66959312
49.4180915712,8.6695936236
49.4180907702,8.669594005
49.4180900202,8.6695942628
49.4180893306,8.669594594
49.4180887438,8.6695949298
49.418088396,8.6695950852
49.4180881924,8.6695950944
49.4180880742,8.6695951586
49.4180880504,8.6695952988
49.418088047,8.6695953364
49.4180879604,8.669595307
49.4180878074,8.669595355
49.4180876274,8.6695954488
49.4180871954,8.669595663
49.4180863968,8.669595816
49.4180853638,8.6695960318
49.4180843704,8.669596231
49.4180833746,8.6695965894
49.418082347,8.6695968328
49.4180813042,8.6695969986
49.418080402,8.6695970322
49.41807967,8.6695971228
49.4180790732,8.6695972386
49.4180784418,8.6695973924
49.4180776948,8.6695973578
49.418077012,8.6695973358
49.4180763708,8.6695974938
49.4180757596,8.6695979552
49.418075183,8.6695984794
49.4180746886,8.669598903
49.4180742084,8.669599205
49.4180737106,8.6695995572
49.4180732318,8.6695999262
49.4180728364,8.6696003308
49.4180725156,8.6696007504
49.4180721064,8.6696011282
49.4180716694,8.6696015224
49.4180712718,8.6696019858
49.4180709784,8.66960266
49.4180707996,8.669603447
49.418070716,8.6696041372
49.4180706216,8.6696047334
49.4180704746,8.6696050554
49.4180702314,8.6696052748
49.418069947,8.6696056992
49.4180697076,8.6696063972
49.41806953,8.6696069424
49.418069264,8.6696073924
49.418068998,8.6696079116
49.4180687876,8.6696084828
49.4180686906,8.6696090304
49.4180686898,8.6696095574
49.4180688172,8.6696102164
49.418068949,8.6696108588
49.4180691086,8.6696114152
49.4180692076,8.6696118064
49.4180692622,8.6696121388
49.4180693534,8.6696127308
49.4180695888,8.6696134232
49.4180698952,8.6696140904
49.4180701822,8.6696146114
49.418070501,8.669614992
49.4180707996,8.669615173
49.4180710346,8.669615364
49.4180712668,8.6696155216
49.4180715024,8.6696156654
49.418071648,8.6696156626
49.418071768,8.6696157878
49.4180719764,8.6696161244
49.4180722436,8.6696164296
49.4180725278,8.6696167788
49.4180726826,8.669617036
49.4180726464,8.669617231
49.4180725816,8.6696174134
49.4180727132,8.6696175852
49.4180728954,8.6696178344
49.4180730164,8.6696182052
49.4180730846,8.669618595
49.4180731604,8.669618916
49.4180733068,8.6696191744
49.418073511,8.6696194262
49.4180737048,8.6696194514
49.418073918,8.6696193612
49.418074202,8.6696190384
49.4180744878,8.6696186884
49.4180747918,8.6696183954
49.4180750332,8.6696181564
49.4180752466,8.6696178108
49.418075461,8.6696173396
49.41807579,8.6696168896
49.418076251,8.6696164476
49.4180767504,8.6696161148
49.418077099,8.6696158488
49.4180773266,8.669615568
49.418077499,8.6696153268
49.4180775934,8.6696151632
49.418077672,8.669615023
49.41807778,8.6696149016
49.4180778536,8.6696148182
49.4180779168,8.6696146154
49.4180779868,8.6696143372
49.4180779788,8.6696142374
49.4180779038,8.6696141776
49.4180779524,8.6696140584
49.4180780756,8.6696139452
49.4180783396,8.6696138546
49.4180787624,8.6696136736
49.4180792502,8.6696133792
49.418079626,8.6696131062
49.4180799342,8.669613014
49.4180801638,8.6696130306
49.418080403,8.6696129738
49.4180806544,8.6696126842
49.4180808256,8.6696122064
49.4180808864,8.6696116844
49.4180807918,8.6696112612
49.418080634,8.6696107316
49.418080575,8.6696102458
49.418080794,8.6696098664
49.4180811794,8.6696095198
49.4180814718,8.6696092112
49.418081598,8.6696088064
49.418081628,8.6696083686
49.418081669,8.6696079936
49.418081844,8.6696077166
49.418082065,8.6696074644
49.4180822152,8.6696071516
49.4180821738,8.669606871
49.4180819688,8.6696064042
49.4180815992,8.6696052902
49.4180814922,8.6696045674
49.418081591,8.6696039464
49.4180817238,8.6696034828
49.4180818288,8.6696032058
49.4180819088,8.6696029624
49.4180819152,8.6696027486
49.4180819438,8.6696024678
49.4180819468,8.6696022456
49.418081957,8.66960204
49.4180820652,8.6696018718
49.41808231,8.6696017806
49.4180824756,8.6696015996
49.418082669,8.6696012788
49.4180828662,8.6696008116
49.4180830912,8.669600397
49.4180832444,8.6695999466
49.4180832664,8.6695995862
49.4180831714,8.6695993492
49.418083065,8.6695991504
49.4180829988,8.6695988718
49.4180829642,8.6695985156
49.418083015,8.6695980984
49.4180829598,8.6695977594
49.4180828058,8.6695974774
49.418082483,8.6695973216
49.4180821526,8.6695972118
49.4180818504,8.6695970764
49.4180815248,8.6695968404
49.4180812218,8.669596506
49.4180810126,8.6695962094
49.4180808872,8.6695959864
49.4180806518,8.669595789
49.418080281,8.6695954266
49.4180798452,8.6695949532
49.4180794542,8.6695944758
49.4180789924,8.6695940232
49.418078545,8.6695935348
49.4180781928,8.669592912
49.4180779684,8.6695923832
49.418077739,8.6695919338
49.4180775574,8.6695914822
49.4180775584,8.6695910786
49.4180776198,8.6695906792
49.4180776688,8.6695903738
49.4180776866,8.669590014
49.418077791,8.6695896064
49.4180779716,8.6695892868
49.418078135,8.669588917
49.4180782048,8.6695885158
49.4180782962,8.669588041
49.4180784064,8.6695876834
49.4180784812,8.669587682
49.4180785564,8.6695880432
49.4180787664,8.6695885468
49.4180790394,8.6695891256
49.4180793364,8.6695896956
49.418079741,8.669590223
49.418080301,8.66959062
49.4180809732,8.669590841
49.4180815974,8.6695909636
49.4180821962,8.6695911138
49.4180827242,8.6695914276
49.41808324,8.6695916806
49.4180838274,8.6695918686
49.4180843626,8.6695919748
49.4180848288,8.6695918548
49.4180852922,8.6695915312
49.4180858392,8.6695912434
49.4180862778,8.6695910544
49.4180867506,8.66959096
49.4180872186,8.669590844
49.418087653,8.6695907636
49.4180879368,8.6695908194
49.4180881862,8.669591005
49.418088492,8.6695911486
49.4180887954,8.6695914516
49.4180890766,8.6695919224
49.418089464,8.6695923906
49.4180898772,8.6695928694
49.4180903206,8.6695935978
49.4180908616,8.6695945268
49.4180914832,8.6695955814
49.4180921036,8.6695966548
49.418092737,8.6695977256
49.418093317,8.6695987548
49.418093803,8.6695996922
49.418094201,8.6696006802
49.4180946012,8.6696016408
49.4180950226,8.66960249
49.4180954658,8.6696032884
49.418095937,8.6696040928
49.4180963958,8.6696047988
49.4180969024,8.6696053792
49.4180974406,8.6696060432
49.4180978402,8.6696066888
